,property_id,lat,lng,addr_street,price,property_type,year,bedrooms,bathrooms,parking_space,suburb,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermarket
475,78593,-37.941316,145.145553,13 Burden Street,4640000,house,2010,4,1,1,not available,SC_073,5.27361843420565,19914,0.6685347159657625,0,1,hospital_076,3.089423912722224,S_075,1.454781684129903
476,50890,-37.789466,145.108191,17 Gray Street,18020000,house,2014,4,3,2,not available,SC_091,1.588082587488418,19896,3.343373325032745,0,1,hospital_194,1.8991231499076544,S_188,1.4175783746549115
477,34769,-37.7107654,145.0114444,35-37 Cheddar Road,9790000,house,2010,2,1,2,not available,SC_103,3.315131645470431,20009,0.3615156306278229,0,1,hospital_139,1.4009974944691281,S_225,2.1899607809813872
478,19778,-37.67725,144.898262,54 Raleigh Street,7120000,house,2015,3,1,1,not available,SC_059,1.692362172617859,20030,1.9887124576725246,0,1,hospital_104,3.542343430176479,S_153,2.0626789265898893
479,54696,-37.820445,145.043628,7 Selbourne Street,12720000,house,2013,3,1,1,not available,SC_083,0.7069012337343311,19903,0.29194750530093294,0,1,hospital_127,0.9353248178491471,S_208,0.7202272017500737
480,64318,-37.776824,145.293123,344 Maroondah Highway,5775000,house,2015,4,2,2,not available,SC_022,2.630849095216273,19877,1.9118781223326875,0,1,hospital_164,4.770631733006137,S_181,2.3862162456298863
481,84265,-37.851424,145.00596,64 Wrights Terrace,27520000,house,2015,3,2,0,not available,SC_066,1.181594546416955,19946,0.7024288935770986,0,1,hospital_132,0.3951176310151304,S_115,0.38104085777811453
482,69070,-37.865471,145.035638,31 Wheatland Road,25870000,house,2014,3,2,1,not available,SC_023,1.3524281007943766,19944,0.5642612848375852,0,1,hospital_157,0.37334741851952236,S_013,0.8014282700779943
483,81396,-37.980566,145.206184,57 Potter Street,4984000,house,2010,4,1,1,not available,SC_112,1.065076351069841,19888,1.091740793292966,0,1,hospital_033,0.9985234124245718,S_183,0.7203205258877483
484,7474,-37.750038,144.766297,4 Newark Court,5100000,house,2014,3,2,2,not available,SC_048,2.893666221446778,20002,3.0263258705106324,0,1,hospital_057,4.399076152359633,S_070,0.6464646200010136
485,33521,-37.70042801,145.0237274,10 Locher Avenue,5025000,house,2009,3,1,1,not available,SC_047,4.283137899755028,20008,1.21283799820201,0,1,hospital_025,2.514624641156497,S_155,2.74881172747302
486,39422,-37.684075,145.058096,103 BETULA AVENUE,6000000,house,2010,3,1,3,not available,SC_062,4.340197441064772,19984,3.7520905622076075,0,1,hospital_041,0.9274703370562475,S_155,1.6527789008252491
487,57268,-37.824063,145.075186,35 Chaucer Crescent,32130000,house,2012,4,2,2,not available,SC_099,1.5082154200712612,19893,0.5329885846416835,0,1,hospital_064,2.918016630186179,S_160,1.2718891513105304
488,11107,-37.771763,144.875817,13 Nayook Lane,6894000,house,2014,4,2,2,not available,SC_052,0.8855755573028851,20022,3.262706726437251,0,1,hospital_056,2.5479772415087143,S_049,1.191618308448604
489,16260,-37.706248,144.937606,10 Cosmos Street,8593000,house,2015,3,2,1,not available,SC_030,3.113508247604027,20032,1.805487239558849,0,1,hospital_184,4.930561720887131,S_004,0.13197222817801565
490,49408,-37.803951,145.103159,32 Relowe Crescent,13000000,house,2011,4,2,1,not available,SC_020,2.323065291051814,19896,1.7353165086747235,0,1,hospital_117,1.4810398389355255,S_136,0.13001710574763162
491,10915,-37.798822,144.92836,82 Tennyson Street,14110000,house,2010,3,1,2,not available,SC_011,2.1224740432737366,20026,0.26625500726058177,0,1,hospital_114,0.4999612632717134,S_086,1.2968638581945335
492,79954,-37.9941597,145.1841431,233 Cheltenham Road,5110000,house,2009,4,2,0,not available,SC_057,0.9617585930415941,19889,1.887477276142155,0,1,hospital_096,1.1538899716748485,S_079,1.0323083881370736
493,66077,-37.78582764,145.3230438,24 Taylor Road,3795000,house,2009,3,1,2,not available,SC_084,3.1835609791974697,19877,0.9438835798944516,0,1,hospital_113,3.8534739718428708,S_224,2.1316912787278812
494,81851,-37.9954071,145.2402344,17 Paperbark Street,2805000,house,2010,3,1,2,not available,SC_077,1.298609031453037,19888,2.744150757200274,0,1,hospital_119,2.188814588592445,S_184,2.2741751371552783
495,54443,-37.834811,145.043117,353 Auburn Road,8480000,house,2013,3,1,2,not available,SC_083,1.7283831632541369,19910,1.0157156313509146,0,1,hospital_127,1.321480947230347,S_113,1.5110217719683616
496,17877,-37.70434,144.940383,94 A North Street,5400000,house,2012,2,1,1,not available,SC_030,3.239854879112266,19961,1.6788143042115105,0,1,hospital_184,5.246052379074788,S_004,0.3318702098753206
497,70964,-37.852823,145.222299,1 Linsley Way,6240000,house,2010,4,2,2,not available,SC_032,4.497125530097818,19871,3.356567159237952,0,1,hospital_008,0.5441964323728447,S_226,1.5703390592956268
498,85056,-37.8760208,144.9845103,64 Mitford Street,23100000,house,2013,4,2,1,not available,SC_015,0.8817994796834071,19955,0.9426120535816395,0,1,hospital_009,1.7738455461805938,S_133,0.8182683884181531
499,10011,-37.7853918,144.9351004,123 Victoria Street,9380000,house,2011,3,1,2,not available,SC_011,1.7013286127531992,19971,0.4812309337536001,0,1,hospital_102,1.0343589383487235,S_086,0.6656009213716612
500,86732,-37.892974,144.990124,407 St Kilda Street,33450000,house,2015,4,3,2,not available,SC_015,2.8270452173467038,19953,1.3013702978027635,0,1,hospital_116,1.881279342892905,S_193,1.545142313029184
501,87563,-37.933708,145.017552,27 Ivy Street,16490000,house,2014,4,2,2,not available,SC_046,1.9358658851777784,19949,1.4896742597084744,0,1,hospital_036,1.5550459774481251,S_214,1.3637568958091142
502,12357,-37.70250702,144.7493744,15 Elgin Close,2496000,house,2008,4,2,2,not available,SC_048,3.460130635302374,20000,2.1901206368972845,0,1,hospital_057,8.633437869170388,S_163,0.978257211683919
503,79920,-37.99363327,145.1861877,211 Cheltenham Road,2900000,house,2009,3,1,2,not available,SC_057,1.1323079726005911,19889,1.7765036051333187,0,1,hospital_096,1.3317525886582462,S_079,1.2061726935569566
504,50719,-37.793342,145.1125037,10 Warren Street,5544000,house,2012,2,1,1,not available,SC_091,1.3757288293666117,19896,2.96777614279894,0,1,hospital_117,2.1385040059587164,S_188,1.2333583944358417
505,96418,-37.998996,145.27671,104 Nettle Drive,5680000,house,2013,4,2,3,not available,SC_077,2.5851428883428182,19885,2.1733309937303957,0,1,hospital_069,4.263968931486284,S_212,1.16105169001317
506,65933,-37.760395,145.319948,2 Deepdale Grove,8688000,house,2010,5,2,0,not available,SC_084,0.585303070450681,19876,2.5028613129630743,0,1,hospital_113,3.0712182516134843,S_168,0.1913974080276149
507,10867,-37.7929039,144.9279327,77 McCracken Street,4275000,house,2008,2,1,0,not available,SC_011,1.5646765949055121,20041,0.24793196281784935,0,1,hospital_114,0.2845965785893284,S_086,0.637407440651667
508,81209,-37.979757,145.226297,37 Ross Street,2920000,house,2011,3,1,1,not available,SC_112,1.2794403251196402,19888,1.8455494139293276,0,1,hospital_119,0.8783203033542522,S_183,1.1430970660711082
509,10493,-37.784613,144.930621,39 Eltham Street,9250000,house,2011,4,1,0,not available,SC_011,1.2979161764043436,20040,0.3350118125025303,0,1,hospital_114,1.1133341411358906,S_086,0.37372999025854725
510,63268,-37.792364,145.256181,1/26 Kalinda Road,4966000,house,2010,2,1,2,not available,SC_022,2.4814955966510475,19878,2.1749120631472496,0,1,hospital_164,1.7146209181279084,S_157,0.5477388111139372
511,78793,-37.9379425,145.1479797,2/42 Lewis Street,2444000,house,2008,2,1,1,not available,SC_073,4.853390364648807,19914,0.8053334292637949,0,1,hospital_076,3.0052779776376743,S_075,1.7587970489133036
512,46447,-37.715857,145.164583,11 Marlow Place,8890000,house,2011,4,3,2,not available,SC_051,4.715779156933219,19987,1.4981358759371144,0,1,hospital_075,5.306866793449109,S_194,0.5874856827063091
513,73324,-37.863781,145.29561,24 Castlewood Drive,7004000,house,2012,5,3,2,not available,SC_049,3.5854154986238664,19869,1.0538016951416762,0,1,hospital_049,1.1414067424255019,S_146,0.867511768699709
514,38728,-37.75701,145.043006,203 Banksia Street,8630000,house,2015,2,1,2,not available,SC_001,1.2186205529584535,19934,1.209248666696273,0,1,hospital_039,1.288069371659564,S_219,1.2563119043819617
515,67803,-37.84346,145.030124,1 Glenbervie Road,26760000,house,2012,5,2,2,not available,SC_038,1.9491668953181127,19910,0.49528565500506166,0,1,hospital_127,2.0949915059731876,S_235,1.865117171955291
516,80299,-37.997645,145.173395,48 Fenton Court,5130000,house,2016,3,2,2,not available,SC_057,0.5475967032504444,19889,2.685119485998125,0,1,hospital_096,0.4935969333289021,S_079,0.5156607327535639
517,77826,-37.927842,145.196561,27 Morawa Drive,6612000,house,2010,4,2,2,not available,SC_073,2.5766975496540168,19891,4.353290640222812,0,1,hospital_161,1.8834232272075444,S_067,1.1525614973905967
518,3160,-37.819888,144.881257,23C Bena Street,8750000,house,2015,2,1,1,not available,SC_033,3.1261109029771843,19996,0.8855821703344136,0,1,hospital_056,3.009910110714171,S_201,2.590508087494953
519,78650,-37.935346,145.167732,15 Marie Avenue,5740000,house,2010,3,1,1,not available,SC_073,3.6113762146999293,19913,2.0142388458617497,0,1,hospital_161,4.001376804576706,S_067,1.8238655004312956
520,57306,-37.83233,145.080526,41 Maysia Street,13800000,house,2012,3,1,1,not available,SC_099,2.168014523276497,19893,0.875436444929263,0,1,hospital_168,2.71366166526281,S_160,0.888678844703071
521,57359,-37.825907,145.073389,55 Warburton Road,12510000,house,2016,3,1,1,not available,SC_099,1.3610491657179897,19892,0.4571343129115759,0,1,hospital_168,2.7603936641250324,S_160,1.0337700109256236
522,41173,-37.683549,145.067772,8 Japonica Street,8534000,house,2010,3,1,2,not available,SC_062,3.8765344775112576,19984,3.361612430648696,0,1,hospital_041,0.9794484820857204,S_155,2.0342423524887012
523,84312,-37.858888,145.007858,7 Lexton Grove,11500000,house,2010,3,2,1,not available,SC_066,1.8002320937549432,19945,1.0437519372557846,0,1,hospital_132,0.5383658063918448,S_115,1.2283073136237062
524,57500,-37.82106,145.138918,1/4 Dora Avenue,5120000,house,2010,3,2,2,not available,SC_037,1.4675365331776422,19897,0.16002492443232366,0,1,hospital_158,1.8002092700152836,S_018,1.369482313637992
525,19741,-37.673019,144.88946,42 The Crest,6160000,house,2015,4,2,2,not available,SC_059,1.7374231634678339,20030,2.88165343264725,0,1,hospital_104,3.6900239950912024,S_153,2.8917549435128103
526,68924,-37.8657608,145.0348816,20 Wheatland Road,20790000,house,2009,4,2,2,not available,SC_023,1.3571609743938133,19944,0.4940806288738883,0,1,hospital_157,0.36593096100209505,S_013,0.7497934830077839
527,19570,-37.67259,144.901989,12 Rhyll Court,3798000,house,2012,3,1,3,not available,SC_059,2.2972224511862165,20030,1.94074192774336,0,1,hospital_104,2.92854801743493,S_153,1.837264253605091
528,24484,-37.69724,144.965602,58 Dowding Close,5580000,house,2012,3,2,1,not available,SC_030,4.14504339325379,19961,0.7054265314226568,0,1,hospital_139,3.6456925217445932,S_161,1.0741068705377204
529,43329,-37.71970749,145.0794525,84 Torbay Street,6201000,house,2008,5,1,2,not available,SC_017,4.127266139521567,19984,1.0462809727261633,0,1,hospital_037,2.7929364938034364,S_020,2.4673853897879274
530,19477,-37.659398,144.928831,64 Almurta Avenue,3707000,house,2010,3,1,3,not available,SC_072,1.1249077204007532,44817,0.3028573695631732,0,1,hospital_104,1.2198318207789525,S_153,2.1748201055447485
531,8989,-37.878472,144.752978,23 St Anthony Court,5250000,house,2011,3,2,1,not available,SC_092,2.6760931993913073,46468,1.0744020798187102,0,1,hospital_073,6.435279101616136,S_007,1.5125256703973922
532,42403,-37.7400587,145.0619056,57 Grandview Grove,12160000,house,2012,3,2,1,not available,SC_017,1.8426937727350816,19936,0.4873404022086155,0,1,hospital_090,1.430220967400617,S_100,2.2026142788119807
533,12123,-37.70438,144.760177,10 Ruben Drive,4365000,house,2015,4,2,2,not available,SC_048,3.5810906375727716,20000,1.2852920678241504,0,1,hospital_057,7.866778743352634,S_163,1.3528505199398562
534,20560,-37.764875,144.967474,15 Cooraminta Street,19200000,house,2014,3,2,1,not available,SC_030,3.9236986882278027,19967,0.7215232102347225,0,1,hospital_144,1.009013302442816,S_074,0.8560977113103388
535,37094,-37.635933,145.023655,22 Mediterranean Way,11390000,house,2015,4,2,2,not available,SC_062,5.726233394507338,20005,1.9182608438611883,0,1,hospital_053,1.852336026269524,S_196,1.225503470271955
536,62807,-37.837522,145.236024,29 Waterloo Street,12665000,house,2015,3,2,2,not available,SC_032,2.829117650405893,19871,1.269395903349617,0,1,hospital_179,1.522795524690003,S_139,2.7803705689365024
537,86226,-37.9084549,145.0070496,17 Byron Street,19140000,house,2009,4,2,1,not available,SC_046,4.415166829800654,19952,0.5568956947205189,0,1,hospital_126,1.391932554127648,S_151,0.3014429625117789
538,39915,-37.68276978,145.0598755,1A Colby Grove,4522000,house,2007,3,1,1,not available,SC_062,4.132534207520167,19984,3.779419905232141,0,1,hospital_041,1.0057020072603309,S_155,1.8275131977502856
539,16143,-37.700223,144.899942,8 Holly Court,6840000,house,2012,4,2,2,not available,SC_059,1.8788220477501194,20031,1.5115593269499916,0,1,hospital_184,4.705636761248829,S_209,2.2142990605187456
540,66314,-37.77947235,145.3260346,383 Hull Road,4060000,house,2008,3,2,0,not available,SC_084,2.6014384796760113,19877,1.3354914192235912,0,1,hospital_113,3.192704629822268,S_168,2.3656441451082846
541,59688,-37.82052,145.212888,24 Heatherdale Road,14560000,house,2015,3,1,2,not available,SC_032,1.6460332090699226,19901,0.1811081846521418,0,1,hospital_010,1.996331191462073,S_040,1.6899250051508772
542,565,-37.809123,144.885049,2/54 Bayview Road,5040000,house,2013,3,1,2,not available,SC_043,2.6926867759131987,20023,0.8145350591228874,0,1,hospital_056,1.7829283192843715,S_201,1.4726941800985176
543,5430,-37.789205,144.845719,1/52 Duke Street,3650000,house,2011,2,1,1,not available,SC_102,1.314534206216766,20021,1.1320878991574093,0,1,hospital_174,1.7293277427947114,S_080,1.3941668415827657
544,36703,-37.646141,145.052194,10 Halter Crescent,6465000,house,2015,3,2,1,not available,SC_062,2.999686341006542,45795,1.35026608084559,0,1,hospital_053,3.204251406590272,S_083,1.9992987164330938
545,47177,-37.70989227,145.163681,40 Valonia Drive,7658000,house,2009,3,2,2,not available,SC_051,4.047379381830842,19987,1.4547311573994974,0,1,hospital_075,5.119074021183155,S_194,0.7573377262121432
546,77675,-37.928028,145.164918,2/16 Baird Street,11400000,house,2015,3,2,1,not available,SC_073,3.0467713744915237,19914,2.5693807745152717,0,1,hospital_065,3.944676161442501,S_067,2.252087842497283
547,38735,-37.757069,145.041473,213 Banksia Street,11830000,house,2015,3,1,2,not available,SC_001,1.20766750976632,19934,1.3155296370968932,0,1,hospital_039,1.1737561908732135,S_219,1.2448262825766137
548,8806,-37.867878,144.766316,117  Alma Avenue,3250000,house,2009,3,1,2,not available,SC_092,4.327945334469978,19924,0.5042313188079572,0,1,hospital_073,7.681634855336954,S_007,2.0626737103414783
549,73051,-37.855519,145.284305,17 Central Avenue,9540000,house,2016,3,1,1,not available,SC_049,4.812816437064939,19869,0.5491722644360771,0,1,hospital_049,0.8002908417825958,S_024,0.6863678530008137
550,33920,-37.73045731,145.0211029,16 Ashton Street,6578000,house,2008,3,1,2,not available,SC_047,1.2123618872720487,20011,1.6299179116433025,0,1,hospital_025,2.455802095889255,S_225,0.912281115175762
551,45951,-37.724515,145.122536,2/84 Airlie Road,4200000,house,2014,2,1,1,not available,SC_009,5.313466171860307,19986,1.030155034481544,0,1,hospital_075,2.609800550085816,S_210,2.961569353948854
552,87122,-37.896127,144.988397,8 Kent Avenue,28050000,house,2010,3,3,2,not available,SC_015,3.12813052152754,19953,1.3868114592971117,0,1,hospital_198,1.6615384507120008,S_151,1.8467448568884823
553,70083,-37.869079,145.087674,42 Gloucester Road,16050000,house,2012,3,2,2,not available,SC_042,0.9794781142281083,19839,0.6481078027595237,0,1,hospital_098,0.618619080717749,S_112,0.6100581070143358
554,58913,-37.80615,145.1850599,34 Winchester Road,7092000,house,2013,4,2,1,not available,SC_088,1.5438609198370274,19900,1.4535153673616248,0,1,hospital_070,0.8721092862944348,S_202,2.124338761870011
555,30748,-37.757721,145.011224,144 Mansfield Street,8160000,house,2016,4,3,2,not available,SC_103,2.177732044445634,20014,1.1524540047246217,0,1,hospital_035,0.6497341901864113,S_105,0.9972838149782245
556,26520,-37.600868,144.926766,32 Axminster Drive,4928000,house,2013,3,1,0,not available,SC_110,1.1922278882580601,40221,1.4637770223531033,0,1,hospital_104,5.574992274993222,S_178,0.9957804720827531
557,45089,-37.690837,145.096865,42 Booyan Crescent,5850000,house,2016,3,2,2,not available,SC_062,4.472568335233023,19985,1.771181102838597,0,1,hospital_075,1.777675031093947,S_210,1.4552580785920692
558,54668,-37.827842,145.041653,65 The Boulevard,3624000,house,2010,3,2,2,not available,SC_083,0.9788269681111662,19903,0.7092565423607408,0,1,hospital_127,0.6906628799410052,S_208,1.0321759816974376
559,66346,-37.766255,145.316765,4 Heysen Court,7800000,house,2014,4,2,2,not available,SC_084,0.9359907922279709,19877,2.094184441265363,0,1,hospital_113,3.379800093830042,S_168,0.817743402268084
560,4675,-37.825002,144.870565,8 Abbott Street,7200000,house,2014,3,1,1,not available,SC_033,2.1015261173975786,19995,1.4898188066924651,0,1,hospital_056,3.8047078799523923,S_056,2.4151662012372785
561,50738,-37.783592,145.106245,11 Hillingdon Crescent,16250000,house,2014,3,2,2,not available,SC_091,1.7800572842133668,19896,3.9895439645798683,0,1,hospital_194,1.3880809875846576,S_046,1.3079648413950793
562,37878,-37.63413,145.038166,9A Rosamond Way,4704000,house,2015,2,1,2,not available,SC_062,4.607030584545719,20005,2.1524484716558985,0,1,hospital_053,2.7242262193498195,S_196,2.520002219833788
563,28131,-37.802037,144.98064,170 Moor Street,7380000,house,2010,2,1,0,not available,SC_008,1.4475816602960478,19976,1.185895826733207,0,1,hospital_178,0.7010826464179155,S_060,0.23695104891116964
564,96926,-38.014895,145.277593,51 Hinrichsen Drive,7152000,house,2014,4,2,2,not available,SC_077,2.786824386306356,19885,0.7550841416776225,0,1,hospital_069,2.9746880522649173,S_212,1.5407011824485235
565,58705,-37.830269,145.185573,20 Browns Road,5800000,house,2014,3,1,0,not available,SC_088,1.327476858947435,19899,1.4282036545930046,0,1,hospital_010,2.3297079880241913,S_202,1.0850627801296098
566,45012,-37.718284,145.107881,4 Farm Close,8610000,house,2014,3,2,2,not available,SC_017,5.423060678417211,19986,1.2458743120249705,0,1,hospital_075,1.4749672529576692,S_020,1.6620228749978723
567,11443,-37.770214,144.876583,4 River Park Terrace,11770000,house,2015,4,2,2,not available,SC_052,0.8597303520634134,20027,3.3193517882934813,0,0,hospital_056,2.6877004192807434,S_049,1.1619991261463123
568,21579,-37.770283,144.96829,80 Evans Street,8320000,house,2010,2,1,0,not available,SC_030,4.509306936564006,19968,0.8171978823896603,0,1,hospital_144,1.567215314062009,S_074,0.7309809942692631
569,65214,-37.796406,145.318519,2/5 ALASTAIR COURT,1602000,house,2013,3,2,2,not available,SC_022,3.1315503486216856,19877,1.404772196714842,0,1,hospital_113,4.986889158518399,S_224,0.9610973795511905
570,18096,-37.669837,144.929116,12 Merino Avenue,5250000,house,2016,3,1,2,not available,SC_072,2.2093868452311343,44817,1.0196729102455078,0,1,hospital_104,2.264322367306559,S_153,1.1299229290146213
571,93057,-37.987617,145.09703,25 Keefer Street,6660000,house,2015,4,2,3,not available,SC_003,1.9637449409514784,19864,1.9153535504625594,0,1,hospital_001,2.1487866433772322,S_003,1.786673230779964
572,37240,-37.636671,145.022589,3 Miro Place,5335000,house,2012,4,2,2,not available,SC_062,5.791501136832445,20005,1.8712229844348824,0,1,hospital_053,1.7441230062469162,S_196,1.1195519583092144
573,4536,-37.82855225,144.8750916,52 Stephenson Street,3552000,house,2008,2,1,3,not available,SC_033,2.499995883933306,19995,0.9810989998264903,0,1,hospital_141,4.035840792310192,S_056,2.630891005901005
574,49799,-37.778051,145.089936,1 Fuller Street,13500000,house,2016,4,2,2,not available,SC_009,1.391372027455685,19935,3.4753613454955827,0,1,hospital_194,2.285355093187304,S_154,1.2930873228817092
575,12470,-37.725155,144.767166,18 Flint Crescent,4264000,house,2011,3,1,0,not available,SC_048,2.4200577444955473,20001,2.3841300879643894,0,1,hospital_057,5.7300171533218,S_094,2.6658358456156637
576,85088,-37.882968,144.993108,7/210 Tennyson Street,21010000,house,2016,3,2,3,not available,SC_015,1.9268723741365137,19954,0.712672680049923,0,1,hospital_116,1.4547457228945921,S_133,1.10964942577678
577,37856,-37.647931,145.04994,9 Pindari Avenue,5952000,house,2015,3,1,1,not available,SC_062,3.161935378686971,45795,1.5126407377089184,0,1,hospital_053,2.975705327317569,S_096,2.174099886870313
578,26531,-37.57532883,144.9359741,32 Grange Rise,3400000,house,2009,4,2,2,not available,SC_005,1.3721154659169867,40221,3.0189453764803407,0,1,hospital_104,8.501180892154842,S_178,2.0857030743339053
579,47971,-37.797718,145.032151,162 Brougham Street Street,4070000,house,2015,4,2,3,not available,SC_083,2.550450257171316,19931,2.152535311905848,0,1,hospital_029,1.1721644465695373,S_039,0.9020099550015716
580,57321,-37.8239377,145.0743641,4A Marlowe Street,19500000,house,2013,3,2,2,not available,SC_099,1.4363345040774922,19892,0.5849263506432318,0,1,hospital_064,2.8514590794883485,S_160,1.2664474552343266
581,94573,-37.927683,145.041444,10 Mortimore Street,13200000,house,2013,2,1,1,not available,SC_046,1.3433146238500238,19938,0.5955921388181306,0,1,hospital_110,0.7240374718396162,S_107,0.9094056756498266
582,23153,-37.756303,144.973346,77 Moreland Road,5715000,house,2013,3,1,1,not available,SC_103,3.1309145805174525,19966,1.0341439770877985,0,1,hospital_144,0.13765634290103693,S_173,1.6530807646753038
583,80060,-37.984331,145.179438,3 Currawong Street,12784000,house,2013,3,1,1,not available,SC_057,1.0771601957121337,19889,1.2634054377645147,0,1,hospital_096,1.272251029292752,S_079,1.1497312699453368
584,96307,-37.925745,145.045342,9 Hobart Street,12160000,house,2013,5,2,2,not available,SC_046,1.649876756699116,19938,0.8693774796996718,0,1,hospital_110,1.1069869375250034,S_107,0.7480523438387987
585,16254,-37.702026,144.913576,10 Anselm Grove,7030000,house,2016,3,1,0,not available,SC_010,2.700462915171091,20032,0.4255213657308772,0,1,hospital_184,4.545256303184106,S_209,1.0190841785721523
586,11562,-37.77758,144.932416,62 Baroda Street,13800000,house,2010,3,1,2,not available,SC_011,1.5283841476242992,20039,0.9659669657491011,0,1,hospital_007,0.8147988580107494,S_086,1.1405185986514477
587,11905,-37.721174,144.822157,62 Patterson Avenue,7990000,house,2015,3,1,1,not available,SC_107,1.4678166156528702,20001,2.6598899949265715,0,1,hospital_057,4.428252762093643,S_222,1.793534532691304
588,67905,-37.844628,145.018109,18 Cole Court,9216000,house,2016,3,2,2,not available,SC_038,0.9768925363601964,19946,0.7774089545044338,0,1,hospital_132,1.3318995024265168,S_102,0.9896697522774268
589,64282,-37.7998848,145.2913513,325 Mt Dandenong Road,4290000,house,2009,3,1,2,not available,SC_022,0.7330447966908794,19878,1.0676155073877631,0,1,hospital_164,3.265033582764366,S_055,0.7336415394344532
590,21942,-37.753162,144.956406,13 Strathearn Avenue,9968000,house,2010,2,1,1,not available,SC_030,2.375728831690081,19966,0.4989929663613171,0,1,hospital_084,0.20352938458512101,S_173,1.4598155099907695
591,46529,-37.723733,145.152276,124 Brougham Street,9312000,house,2012,3,1,1,not available,SC_051,5.611618453335117,19987,1.1994725660100334,0,1,hospital_075,4.581475746363637,S_194,1.0950235505839927
592,32218,-37.737097,145.018716,2/5 Empire Street,4800000,house,2014,4,2,2,not available,SC_047,1.0341591798831282,20012,1.6112399514553237,0,1,hospital_090,2.6811761061161126,S_084,1.3976128638682617
593,33487,-37.71632385,145.0113831,1/99 Cuthbert Road,13430000,house,2007,2,1,1,not available,SC_103,2.7191904350638207,20010,0.3913324009477933,0,1,hospital_139,1.181420379424693,S_225,1.801825923557241
594,68196,-37.83436966,145.0084534,7 Winifred Crescent,8010000,house,2009,4,2,2,not available,SC_038,0.6905354980044393,19906,0.7621358349794735,0,1,hospital_196,1.1509518051571275,S_102,0.6656396507945903
595,46139,-37.71371078,145.1200104,50 Kelvin Avenue,6612000,house,2008,4,2,2,not available,SC_051,5.666471202551563,19986,0.2207191617112795,0,1,hospital_075,1.5696393193917473,S_210,1.9371657258266934
596,93185,-38.001726,145.085166,3/5 Albert Street,5488000,house,2012,2,1,1,not available,SC_003,3.422883145440592,19863,0.5832135876625332,0,1,hospital_001,1.6424938024722884,S_119,0.7173093205033794
597,29286,-37.7702,144.990539,113 St Georges Road,13760000,house,2015,4,1,1,not available,SC_103,3.5529782585673204,20016,0.4185773598611075,0,1,hospital_035,1.7256315197783811,S_105,2.421103901647282
598,55340,-37.847063,145.082134,239 Highfield Road,15730000,house,2011,4,2,2,not available,SC_099,3.2991642402562076,19849,0.5208451883559609,0,1,hospital_089,1.5642261843905685,S_160,1.6616756648209454
599,66430,-37.770967,145.319412,47 Old Kent Road,5291000,house,2011,4,3,2,not available,SC_084,1.5059895797063885,19877,1.6535078421626566,0,1,hospital_113,3.269887704145914,S_168,1.3283142794441567
600,84615,-37.87939,144.989244,12 Rothesay Avenue,22780000,house,2016,2,1,0,not available,SC_015,1.4074884254750348,19955,0.6539829725975965,0,1,hospital_009,1.6189076390069665,S_133,0.7841489003361456
601,13718,-37.74797,144.927129,11 Government Road,7425000,house,2014,3,2,2,not available,SC_082,2.4544159712852482,20035,0.4877354087953101,0,1,hospital_184,2.041373801771472,S_197,1.5164938514766635
602,58204,-37.815602,145.159421,53 Maple Street,8085000,house,2012,4,2,2,not available,SC_002,1.1399223449661555,19898,0.965284160732348,0,1,hospital_060,1.9544464559792818,S_202,1.7428246241609073
603,48495,-37.803635,145.05601,49 Argyle Road,27880000,house,2012,3,2,2,not available,SC_099,2.312036481432796,19903,2.271937960289642,0,1,hospital_064,0.881114018218882,S_137,1.4003185966703875
604,2297,-37.779803,144.866095,45 Radio Street,8340000,house,2016,3,1,2,not available,SC_043,1.5940637877645003,20022,2.182557680751336,0,1,hospital_056,2.3083778524699587,S_131,1.398040810007905
605,57780,-37.809884,145.142638,2 Selwyn Street,12240000,house,2014,4,3,1,not available,SC_037,2.0492922702879928,19897,1.224789290756065,0,1,hospital_154,2.057860540280106,S_147,2.096489434346178
606,94039,-38.058202,145.131195,77 Scotch Parade,8130000,house,2012,3,2,0,not available,SC_070,5.624143573314732,19859,1.139010864601807,0,1,hospital_096,7.9908833883433825,S_077,1.408559946755022
607,48413,-37.807457,145.013013,4 Raven Street,20570000,house,2012,3,2,0,not available,SC_083,2.4575107285340967,19976,1.725323794405097,0,1,hospital_032,0.31023408585190676,S_076,1.5520199468767797
608,25875,-37.595798,144.936733,2/4 Field Street,4688000,house,2014,3,1,2,not available,SC_110,0.3810528246003825,40221,0.886808437630862,0,1,hospital_104,6.278228167598433,S_005,0.2556957559211083
609,2526,-37.824157,144.839973,8 Lynch Road,4500000,house,2014,3,1,2,not available,SC_033,0.6590588939133111,20022,3.4304441115185584,0,1,hospital_174,5.213802277564108,S_056,1.373443865755564
610,94958,-37.917238,145.04214,174 Jasper Road,9254000,house,2010,3,1,2,not available,SC_046,2.5004671526993727,19939,0.4523021741307588,0,1,hospital_110,1.8221205417254502,S_107,0.2551606145392162
611,61297,-37.797738,145.242682,14 Hendra Grove,7760000,house,2012,3,1,2,not available,SC_032,2.06904159430805,19879,1.7162050577936083,0,1,hospital_105,1.492051605721986,S_157,1.092138424164536
